bay_id,st_marker_id,status,location,lat,lon
5894,C9016,Present,"(-37.80286903189891, 144.96699877834774)",-37.80286903189891,144.96699877834774
6246,13310N,Unoccupied,"(-37.822254682289845, 144.94684850030288)",-37.822254682289845,144.94684850030288
6210,13282N,Present,"(-37.814783968489095, 144.94546814217716)",-37.814783968489095,144.94546814217716
6384,13631W,Present,"(-37.82033947814555, 144.94446040940366)",-37.82033947814555,144.94446040940366
5843,12573S,Unoccupied,"(-37.81607452602595, 144.98161910012794)",-37.81607452602595,144.98161910012794
6465,13817S,Present,"(-37.81510809417088, 144.93719478091288)",-37.81510809417088,144.93719478091288
683,334E,Unoccupied,"(-37.81438811875528, 144.97175577002062)",-37.81438811875528,144.97175577002062
1858,2589S,Unoccupied,"(-37.814799658890806, 144.95750685549427)",-37.814799658890806,144.95750685549427
1419,1617S,Unoccupied,"(-37.816424189079335, 144.9712994395382)",-37.816424189079335,144.9712994395382
6413,13662E,Unoccupied,"(-37.81980590650977, 144.9453547426254)",-37.81980590650977,144.9453547426254
1752,2373S,Present,"(-37.81241491045412, 144.9697055474955)",-37.81241491045412,144.9697055474955
4109,C6368,Present,"(-37.80412517102357, 144.95093860815354)",-37.80412517102357,144.95093860815354
912,C670,Unoccupied,"(-37.81440744587311, 144.96883413715778)",-37.81440744587311,144.96883413715778
6152,C13712,Unoccupied,"(-37.820047293312655, 144.94306604406387)",-37.820047293312655,144.94306604406387
4049,C6136,Unoccupied,"(-37.804315662023726, 144.95241167374627)",-37.804315662023726,144.95241167374627
6282,13442E,Unoccupied,"(-37.819106537945174, 144.94862236221272)",-37.819106537945174,144.94862236221272
5616,12251S,Present,"(-37.80958943923362, 144.97520518202015)",-37.80958943923362,144.97520518202015
6073,13211S,Unoccupied,"(-37.818778775012674, 144.9477980827565)",-37.818778775012674,144.9477980827565
1844,2555S,Present,"(-37.81387885200328, 144.96067396601816)",-37.81387885200328,144.96067396601816
6230,13338E,Unoccupied,"(-37.81656995849221, 144.94574435862592)",-37.81656995849221,144.94574435862592
5406,11747W,Present,"(-37.81045115589767, 144.97534751972975)",-37.81045115589767,144.97534751972975
6195,13303W,Unoccupied,"(-37.8206795643909, 144.94724755782056)",-37.8206795643909,144.94724755782056
6177,13244N,Unoccupied,"(-37.81963249537165, 144.94418446205015)",-37.81963249537165,144.94418446205015
1862,2593S,Unoccupied,"(-37.814838805458926, 144.9573701253143)",-37.814838805458926,144.9573701253143
5893,C9012,Present,"(-37.802862197977575, 144.96693592455466)",-37.802862197977575,144.96693592455466
4103,C6348,Present,"(-37.80426469250205, 144.9509140071126)",-37.80426469250205,144.9509140071126
5860,C9142,Unoccupied,"(-37.798424358368734, 144.9649562824252)",-37.798424358368734,144.9649562824252
4083,C6280,Present,"(-37.80504309612259, 144.9507772992846)",-37.80504309612259,144.9507772992846
6128,C13616,Unoccupied,"(-37.81964805193297, 144.94444535818434)",-37.81964805193297,144.94444535818434
5869,C9178,Present,"(-37.798462060913884, 144.96530212179977)",-37.798462060913884,144.96530212179977
5429,11810E,Unoccupied,"(-37.813890136443646, 144.97776148257736)",-37.813890136443646,144.97776148257736
3723,7735S,Unoccupied,"(-37.80326767897914, 144.95071374441312)",-37.80326767897914,144.95071374441312
4118,C6396,Unoccupied,"(-37.8037734258926, 144.95100108193583)",-37.8037734258926,144.95100108193583
2362,3094N,Unoccupied,"(-37.81333638347019, 144.95830037032118)",-37.81333638347019,144.95830037032118
6021,13041S,Present,"(-37.821242746254875, 144.9469465502065)",-37.821242746254875,144.9469465502065
1841,2549S,Present,"(-37.813808533838944, 144.96091705535343)",-37.813808533838944,144.96091705535343
6382,13634E,Present,"(-37.818981740877454, 144.94429122553967)",-37.818981740877454,144.94429122553967
6488,13833S,Present,"(-37.81563080467599, 144.9373053730473)",-37.81563080467599,144.9373053730473
6225,13328E,Present,"(-37.816849844941174, 144.94586794402903)",-37.816849844941174,144.94586794402903
3306,5990N,Present,"(-37.80970558494704, 144.9590774502592)",-37.80970558494704,144.9590774502592
585,20E,Present,"(-37.814474613640314, 144.9746042219984)",-37.814474613640314,144.9746042219984
6133,C13636,Present,"(-37.81969020326326, 144.94430138688216)",-37.81969020326326,144.94430138688216
6107,C13524,Unoccupied,"(-37.81928017725923, 144.94572153329142)",-37.81928017725923,144.94572153329142
5394,11754E,Present,"(-37.81012047365711, 144.97568860791415)",-37.81012047365711,144.97568860791415
5910,C9080,Present,"(-37.80294624149367, 144.96770108517356)",-37.80294624149367,144.96770108517356
1024,1175W,Unoccupied,"(-37.813567450483426, 144.95991378250756)",-37.813567450483426,144.95991378250756
4449,C7744,Present,"(-37.803126015104915, 144.95028936539006)",-37.803126015104915,144.95028936539006
5397,11760E,Unoccupied,"(-37.81002289302269, 144.97570474403477)",-37.81002289302269,144.97570474403477
766,C308,Present,"(-37.814716361260324, 144.97178060519954)",-37.814716361260324,144.97178060519954
1456,1732N,Present,"(-37.814615559949885, 144.97318939446689)",-37.814615559949885,144.97318939446689
5569,12071W,Present,"(-37.81177509988307, 144.9831990790965)",-37.81177509988307,144.9831990790965
6235,13348E,Present,"(-37.81578967988276, 144.9454006273299)",-37.81578967988276,144.9454006273299
6899,14245W,Present,"(-37.79508118716784, 144.96481784991502)",-37.79508118716784,144.96481784991502
1539,1906N,Unoccupied,"(-37.8144263954724, 144.96990710114474)",-37.8144263954724,144.96990710114474
6047,13014N,Unoccupied,"(-37.81986281600943, 144.95110125181054)",-37.81986281600943,144.95110125181054
6455,13586E,Unoccupied,"(-37.819673378409064, 144.94265696540896)",-37.819673378409064,144.94265696540896
6380,13630E,Unoccupied,"(-37.819084921481604, 144.94433890294243)",-37.819084921481604,144.94433890294243
6904,14255W,Present,"(-37.79479954762094, 144.9648645980057)",-37.79479954762094,144.9648645980057
6204,13321W,Unoccupied,"(-37.819966066383415, 144.94700239316995)",-37.819966066383415,144.94700239316995
5584,12202N,Unoccupied,"(-37.80927403563136, 144.9740444973502)",-37.80927403563136,144.9740444973502
6232,13342E,Present,"(-37.815959614273524, 144.94547567829656)",-37.815959614273524,144.94547567829656
593,37W,Unoccupied,"(-37.81392532618494, 144.97412948985144)",-37.81392532618494,144.97412948985144
1853,2574N,Present,"(-37.81435220053646, 144.95889433094547)",-37.81435220053646,144.95889433094547
5471,11896E,Unoccupied,"(-37.810178585164884, 144.97838466910338)",-37.810178585164884,144.97838466910338
2199,3873S,Present,"(-37.811536063722485, 144.9574246935697)",-37.811536063722485,144.9574246935697
5929,C9084,Present,"(-37.80294970935954, 144.9677326333599)",-37.80294970935954,144.9677326333599
4703,8649W,Present,"(-37.825580522305216, 144.9624657415239)",-37.825580522305216,144.9624657415239
6132,C13632,Unoccupied,"(-37.81968176847585, 144.94433035327427)",-37.81968176847585,144.94433035327427
4699,8645W,Present,"(-37.82562053445413, 144.96241879899554)",-37.82562053445413,144.96241879899554
5900,C9040,Present,"(-37.80289341662337, 144.9672204729588)",-37.80289341662337,144.9672204729588
3349,6033S,Present,"(-37.81051460292525, 144.95671881689637)",-37.81051460292525,144.95671881689637
2191,3864N,Present,"(-37.81126203603121, 144.9578851520942)",-37.81126203603121,144.9578851520942
3764,C4842,Present,"(-37.810404476469344, 144.95860336541426)",-37.810404476469344,144.95860336541426
750,C240,Present,"(-37.81550776897713, 144.9721481886893)",-37.81550776897713,144.9721481886893
4968,9397S,Unoccupied,"(-37.82986211697194, 144.96729085225087)",-37.82986211697194,144.96729085225087
595,41W,Unoccupied,"(-37.81382463416648, 144.97408281850937)",-37.81382463416648,144.97408281850937
5918,12805S,Present,"(-37.802964315892396, 144.967015734487)",-37.802964315892396,144.967015734487
6616,13861S,Unoccupied,"(-37.81392735508366, 144.94205751645586)",-37.81392735508366,144.94205751645586
6219,13316E,Present,"(-37.819628927845734, 144.94705455454954)",-37.819628927845734,144.94705455454954
5469,11892E,Present,"(-37.8102798253575, 144.97836767996995)",-37.8102798253575,144.97836767996995
5424,11800E,Unoccupied,"(-37.81414911808527, 144.9777181023785)",-37.81414911808527,144.9777181023785
6212,13302E,Present,"(-37.82015391643358, 144.94728065928717)",-37.82015391643358,144.94728065928717
6429,13685W,Unoccupied,"(-37.82045109868588, 144.94607848013453)",-37.82045109868588,144.94607848013453
696,425W,Present,"(-37.81279514213834, 144.970770586125)",-37.81279514213834,144.970770586125
5554,12041W,Present,"(-37.812567426593496, 144.98306706076198)",-37.812567426593496,144.98306706076198
5562,12057W,Unoccupied,"(-37.812153179855024, 144.9831362214569)",-37.812153179855024,144.9831362214569
5822,12531S,Present,"(-37.81591260602434, 144.98015121969343)",-37.81591260602434,144.98015121969343
6838,14036E,Present,"(-37.79676019191005, 144.95813214056)",-37.79676019191005,144.95813214056
6647,13622E,Unoccupied,"(-37.81942211605225, 144.943629462373)",-37.81942211605225,144.943629462373
6269,13341W,Present,"(-37.819255136931886, 144.94841503650807)",-37.819255136931886,144.94841503650807
5708,12358N,Unoccupied,"(-37.810226893313526, 144.9825304878785)",-37.810226893313526,144.9825304878785
2542,C3050,Present,"(-37.81327695117115, 144.95885266404122)",-37.81327695117115,144.95885266404122
5552,12037W,Present,"(-37.81272358090266, 144.98304109521604)",-37.81272358090266,144.98304109521604
6922,10055S,Unoccupied,"(-37.82190885461032, 144.96309929184798)",-37.82190885461032,144.96309929184798
5529,11991W,Unoccupied,"(-37.81401364214847, 144.98282073109584)",-37.81401364214847,144.98282073109584
6138,C13656,Unoccupied,"(-37.819803897503476, 144.94391087227396)",-37.819803897503476,144.94391087227396
5768,12453S,Unoccupied,"(-37.81200576717279, 144.97624765426804)",-37.81200576717279,144.97624765426804
5665,12328N,Present,"(-37.80982658778716, 144.97889542467027)",-37.80982658778716,144.97889542467027
5921,12808N,Present,"(-37.80281691034302, 144.96741335316648)",-37.80281691034302,144.96741335316648
5759,12435S,Unoccupied,"(-37.81191989668511, 144.9754660500313)",-37.81191989668511,144.9754660500313
5740,12391S,Unoccupied,"(-37.81094187640714, 144.97666968304367)",-37.81094187640714,144.97666968304367
5741,12393S,Present,"(-37.81094930490706, 144.97673763431402)",-37.81094930490706,144.97673763431402
6205,13323W,Unoccupied,"(-37.81990262159043, 144.9469762536424)",-37.81990262159043,144.9469762536424
6257,13418E,Unoccupied,"(-37.819782786109386, 144.94796145681474)",-37.819782786109386,144.94796145681474
5644,12283S,Present,"(-37.80975178890053, 144.9768743009352)",-37.80975178890053,144.9768743009352
1026,1188E,Unoccupied,"(-37.81336912163323, 144.96007932477016)",-37.81336912163323,144.96007932477016
5642,12279S,Present,"(-37.8097376266215, 144.97674397520422)",-37.8097376266215,144.97674397520422
5641,12277S,Present,"(-37.809730852049114, 144.9766813793591)",-37.809730852049114,144.9766813793591
870,742E,Present,"(-37.81335969196184, 144.96847993094025)",-37.81335969196184,144.96847993094025
5636,12267S,Present,"(-37.80969521373538, 144.97635254554928)",-37.80969521373538,144.97635254554928
5712,12366N,Unoccupied,"(-37.81028296754023, 144.9830374534246)",-37.81028296754023,144.9830374534246
938,C758,Present,"(-37.813317673916494, 144.96833410265134)",-37.813317673916494,144.96833410265134
1022,1155W,Unoccupied,"(-37.81382636470905, 144.9600326035407)",-37.81382636470905,144.9600326035407
578,12E,Unoccupied,"(-37.814692138905414, 144.97470510781517)",-37.814692138905414,144.97470510781517
5351,8883W,Present,"(-37.824982808080016, 144.9610747837695)",-37.824982808080016,144.9610747837695
5912,C9088,Present,"(-37.80295328839999, 144.96776519274866)",-37.80295328839999,144.96776519274866
5913,12800N,Present,"(-37.80278119832012, 144.9670856536688)",-37.80278119832012,144.9670856536688
6147,C13692,Present,"(-37.81999578991213, 144.94324313732807)",-37.81999578991213,144.94324313732807
5868,C9174,Unoccupied,"(-37.7984588240208, 144.96527118696133)",-37.7984588240208,144.96527118696133
5388,11742E,Unoccupied,"(-37.81031560329828, 144.97565625972442)",-37.81031560329828,144.97565625972442
3724,7737S,Unoccupied,"(-37.80325401620138, 144.95058834497473)",-37.80325401620138,144.95058834497473
6395,13643W,Unoccupied,"(-37.82061380616932, 144.94546998172984)",-37.82061380616932,144.94546998172984
6650,13762E,Unoccupied,"(-37.81509733710419, 144.94034181799492)",-37.81509733710419,144.94034181799492
1740,2348N,Present,"(-37.81186443337508, 144.97103114566687)",-37.81186443337508,144.97103114566687
1545,1918N,Unoccupied,"(-37.81456889297397, 144.9694242770763)",-37.81456889297397,144.9694242770763
1747,2363S,Present,"(-37.81231998501011, 144.97002438753725)",-37.81231998501011,144.97002438753725
6024,13059S,Unoccupied,"(-37.8214674697042, 144.94614076926644)",-37.8214674697042,144.94614076926644
3304,5988N,Present,"(-37.809687536092035, 144.95913984200098)",-37.809687536092035,144.95913984200098
1531,1895S,Unoccupied,"(-37.81395416011388, 144.97205986796058)",-37.81395416011388,144.97205986796058
1733,2340N,Unoccupied,"(-37.81176665861242, 144.97136433841627)",-37.81176665861242,144.97136433841627
6076,13217S,Unoccupied,"(-37.81887583798306, 144.94745733200915)",-37.81887583798306,144.94745733200915
6058,13038N,Present,"(-37.82114193198904, 144.94378884154526)",-37.82114193198904,144.94378884154526
3316,6000N,Present,"(-37.80983394631515, 144.95863349356645)",-37.80983394631515,144.95863349356645
582,14E,Present,"(-37.81463780339543, 144.97467993760546)",-37.81463780339543,144.97467993760546
8288,390E,Present,"(-37.81256730895443, 144.97091536545406)",-37.81256730895443,144.97091536545406
5346,8873W,Present,"(-37.82539182057477, 144.9605934088404)",-37.82539182057477,144.9605934088404
4739,8692E,Present,"(-37.82509971868936, 144.9632381603887)",-37.82509971868936,144.9632381603887
5905,C9060,Present,"(-37.8029251464707, 144.96750917865546)",-37.8029251464707,144.96750917865546
5547,12027W,Present,"(-37.81298169844368, 144.98299801712943)",-37.81298169844368,144.98299801712943
2637,10107W,Unoccupied,"(-37.80368347160326, 144.9478867437966)",-37.80368347160326,144.9478867437966
768,C316,Present,"(-37.8146463204109, 144.97174856066738)",-37.8146463204109,144.97174856066738
630,8E,Unoccupied,"(-37.81479679380447, 144.9747535025)",-37.81479679380447,144.9747535025
5550,12033W,Present,"(-37.8128246263403, 144.98302441993522)",-37.8128246263403,144.98302441993522
5387,11740E,Present,"(-37.81034820909123, 144.97565092653258)",-37.81034820909123,144.97565092653258
5895,C9020,Present,"(-37.80287247647958, 144.9670300382711)",-37.80287247647958,144.9670300382711
4442,C7730,Present,"(-37.80318101848323, 144.95078523746167)",-37.80318101848323,144.95078523746167
572,10E,Unoccupied,"(-37.81474541746823, 144.9747297889365)",-37.81474541746823,144.9747297889365
1139,C1210,Present,"(-37.812508888580744, 144.95955935190364)",-37.812508888580744,144.95955935190364
1122,C1160,Present,"(-37.81370571562784, 144.96010554578444)",-37.81370571562784,144.96010554578444
5663,12324N,Present,"(-37.80981172696171, 144.97876035030947)",-37.80981172696171,144.97876035030947
5622,12268N,Present,"(-37.809628446101534, 144.97708518721979)",-37.809628446101534,144.97708518721979
6381,13632E,Unoccupied,"(-37.819033330961446, 144.94431505747133)",-37.819033330961446,144.94431505747133
6253,13410E,Unoccupied,"(-37.81931645734676, 144.94746494530906)",-37.81931645734676,144.94746494530906
5558,12049W,Present,"(-37.81236163796507, 144.98310130175412)",-37.81236163796507,144.98310130175412
1454,1729S,Unoccupied,"(-37.81444514306878, 144.97397397681658)",-37.81444514306878,144.97397397681658
6075,13215S,Unoccupied,"(-37.81881247683255, 144.94768061578563)",-37.81881247683255,144.94768061578563
6399,13651W,Unoccupied,"(-37.82036941672416, 144.9454059469815)",-37.82036941672416,144.9454059469815
2196,3869S,Present,"(-37.81149890958072, 144.95755272246382)",-37.81149890958072,144.95755272246382
1415,1611S,Unoccupied,"(-37.81635670324089, 144.97152863215592)",-37.81635670324089,144.97152863215592
6372,13602E,Present,"(-37.8204134675353, 144.9440488765303)",-37.8204134675353,144.9440488765303
5914,12801S,Present,"(-37.802947493750466, 144.9668623088271)",-37.802947493750466,144.9668623088271
1842,2551S,Unoccupied,"(-37.81382556863488, 144.9608583998361)",-37.81382556863488,144.9608583998361
5353,8887W,Present,"(-37.824908323670655, 144.96116233018282)",-37.824908323670655,144.96116233018282
4450,C7746,Present,"(-37.80312242317344, 144.9502573801377)",-37.80312242317344,144.9502573801377
5392,11750E,Present,"(-37.81018552636626, 144.97567785085207)",-37.81018552636626,144.97567785085207
5629,12282N,Present,"(-37.80967937894793, 144.97755782587637)",-37.80967937894793,144.97755782587637
5737,12385S,Present,"(-37.810920159165356, 144.9764723249395)",-37.810920159165356,144.9764723249395
5545,12023W,Present,"(-37.81308415235573, 144.98298085049117)",-37.81308415235573,144.98298085049117
4088,C6296,Present,"(-37.804813638660896, 144.95081790039853)",-37.804813638660896,144.95081790039853
918,C688,Unoccupied,"(-37.814239729403795, 144.9687587104906)",-37.814239729403795,144.9687587104906
5908,C9072,Present,"(-37.802935640475, 144.9676046611276)",-37.802935640475,144.9676046611276
5396,11758E,Present,"(-37.810055420054766, 144.97569936495483)",-37.810055420054766,144.97569936495483
5580,12093W,Present,"(-37.81083727337871, 144.98335547111526)",-37.81083727337871,144.98335547111526
5896,C9024,Present,"(-37.80287587557753, 144.9670609601942)",-37.80287587557753,144.9670609601942
5603,12225S,Present,"(-37.80946965054932, 144.97412757656707)",-37.80946965054932,144.97412757656707
767,C312,Present,"(-37.814668168512796, 144.9717587833493)",-37.814668168512796,144.9717587833493
3354,6041S,Unoccupied,"(-37.810619642614085, 144.95636228045396)",-37.810619642614085,144.95636228045396
5898,C9032,Present,"(-37.80288266019555, 144.9671225621583)",-37.80288266019555,144.9671225621583
5738,12387S,Present,"(-37.810927418564276, 144.97653786496926)",-37.810927418564276,144.97653786496926
1538,1903S,Present,"(-37.8142409264922, 144.9710888210162)",-37.8142409264922,144.9710888210162
2020,3466N,Unoccupied,"(-37.81212780897975, 144.9588953880802)",-37.81212780897975,144.9588953880802
6630,13918E,Unoccupied,"(-37.81391611268452, 144.94246693000838)",-37.81391611268452,144.94246693000838
6243,13301S,Unoccupied,"(-37.82234164036471, 144.946869916901)",-37.82234164036471,144.946869916901
5754,12446N,Present,"(-37.811910283196696, 144.97642226941176)",-37.811910283196696,144.97642226941176
6262,13428E,Present,"(-37.8199993586387, 144.94819170152437)",-37.8199993586387,144.94819170152437
5774,12465S,Present,"(-37.81206441445708, 144.97678342074843)",-37.81206441445708,144.97678342074843
6611,13851S,Unoccupied,"(-37.814332433774084, 144.94099267002002)",-37.814332433774084,144.94099267002002
5686,12349S,Unoccupied,"(-37.81006324738043, 144.97972588003051)",-37.81006324738043,144.97972588003051
5787,12502N,Unoccupied,"(-37.81521175249274, 144.97548197072229)",-37.81521175249274,144.97548197072229
1113,C1142,Present,"(-37.81428287071084, 144.96036959632758)",-37.81428287071084,144.96036959632758
5481,11885W,Unoccupied,"(-37.81070636079575, 144.97805642088093)",-37.81070636079575,144.97805642088093
5625,12274N,Present,"(-37.80965039792352, 144.9772877225983)",-37.80965039792352,144.9772877225983
5410,11780E,Unoccupied,"(-37.811197954512316, 144.97554565418105)",-37.811197954512316,144.97554565418105
5720,12394N,Unoccupied,"(-37.810718579554994, 144.97632719272056)",-37.810718579554994,144.97632719272056
5689,12355S,Unoccupied,"(-37.810087252936114, 144.97994641924595)",-37.810087252936114,144.97994641924595
755,C260,Present,"(-37.815312019230106, 144.9720582827795)",-37.815312019230106,144.9720582827795
5668,12334N,Unoccupied,"(-37.80986788595104, 144.97928533688562)",-37.80986788595104,144.97928533688562
5907,C9068,Present,"(-37.80293199839085, 144.9675715117793)",-37.80293199839085,144.9675715117793
1111,C1138,Present,"(-37.814327985862604, 144.96039043477367)",-37.814327985862604,144.96039043477367
916,C680,Present,"(-37.814288525689115, 144.96878064119255)",-37.814288525689115,144.96878064119255
4122,C6406,Unoccupied,"(-37.80368004193126, 144.9510178787948)",-37.80368004193126,144.9510178787948
5763,12443S,Unoccupied,"(-37.811967229561546, 144.97590028800312)",-37.811967229561546,144.97590028800312
5409,11753W,Present,"(-37.810290412819114, 144.97537457553082)",-37.810290412819114,144.97537457553082
1739,2346N,Present,"(-37.81184467501937, 144.9710986750343)",-37.81184467501937,144.9710986750343
6261,13426E,Unoccupied,"(-37.81995604389223, 144.94814583143113)",-37.81995604389223,144.94814583143113
6109,C13532,Present,"(-37.81929825229301, 144.94565893391882)",-37.81929825229301,144.94565893391882
3066,5190E,Present,"(-37.811033752399524, 144.95743158629176)",-37.811033752399524,144.95743158629176
2493,C2918,Unoccupied,"(-37.81239592542448, 144.96182294216285)",-37.81239592542448,144.96182294216285
6830,14020E,Present,"(-37.79718406662702, 144.95808047333307)",-37.79718406662702,144.95808047333307
764,C300,Present,"(-37.81475903372308, 144.9718005644687)",-37.81475903372308,144.9718005644687
3758,C4828,Present,"(-37.81061157978303, 144.95869809167482)",-37.81061157978303,144.95869809167482
2359,3090N,Unoccupied,"(-37.81331768193577, 144.9583643829177)",-37.81331768193577,144.9583643829177
3347,6031S,Present,"(-37.810496024837576, 144.95678270598654)",-37.810496024837576,144.95678270598654
1117,C1150,Unoccupied,"(-37.81384622161008, 144.96016937237133)",-37.81384622161008,144.96016937237133
4034,C6106,Unoccupied,"(-37.80473340056144, 144.95233799868907)",-37.80473340056144,144.95233799868907
5883,12914N,Unoccupied,"(-37.79839303700173, 144.96551372538534)",-37.79839303700173,144.96551372538534
5493,12046E,Present,"(-37.812337421022605, 144.98334238469334)",-37.812337421022605,144.98334238469334
5601,12221S,Unoccupied,"(-37.80945494058656, 144.97399416594155)",-37.80945494058656,144.97399416594155
6322,13401W,Unoccupied,"(-37.821363748661895, 144.95110600920546)",-37.821363748661895,144.95110600920546
2645,10119W,Present,"(-37.80325633216644, 144.94796298576316)",-37.80325633216644,144.94796298576316
5393,11752E,Unoccupied,"(-37.810152999336395, 144.9756832293735)",-37.810152999336395,144.9756832293735
5581,12095W,Present,"(-37.81078547614749, 144.98336409317636)",-37.81078547614749,144.98336409317636
6222,13322E,Unoccupied,"(-37.81819067770749, 144.94645995311902)",-37.81819067770749,144.94645995311902
5549,12031W,Present,"(-37.812876611173635, 144.9830157902384)",-37.812876611173635,144.9830157902384
4051,C6140,Unoccupied,"(-37.804269601063794, 144.95241985783966)",-37.804269601063794,144.95241985783966
6277,13432E,Unoccupied,"(-37.81880073615147, 144.94861070141906)",-37.81880073615147,144.94861070141906
5604,12227S,Present,"(-37.80947710124289, 144.97419421336804)",-37.80947710124289,144.97419421336804
6209,13280N,Unoccupied,"(-37.81480383466083, 144.94539994352607)",-37.81480383466083,144.94539994352607
6214,13306E,Present,"(-37.819999021955255, 144.94721610960835)",-37.819999021955255,144.94721610960835
5488,11899W,Present,"(-37.810212380067654, 144.97813793678162)",-37.810212380067654,144.97813793678162
6278,13434E,Unoccupied,"(-37.81886189615098, 144.94861303356225)",-37.81886189615098,144.94861303356225
1039,1228E,Present,"(-37.8122279003903, 144.95955850622957)",-37.8122279003903,144.95955850622957
6154,C13720,Present,"(-37.820063418455405, 144.94301059305812)",-37.820063418455405,144.94301059305812
3308,5992N,Present,"(-37.8097238985613, 144.95901422180225)",-37.8097238985613,144.95901422180225
1728,2334N,Present,"(-37.81171268847814, 144.9715458485505)",-37.81171268847814,144.9715458485505
3067,5192E,Present,"(-37.81101005384669, 144.95742068794695)",-37.81101005384669,144.95742068794695
6471,13802N,Present,"(-37.81381153904226, 144.94007822236233)",-37.81381153904226,144.94007822236233
2017,3463S,Present,"(-37.812153491312095, 144.95898002690444)",-37.812153491312095,144.95898002690444
2491,C2914,Present,"(-37.81236140651383, 144.9619399429803)",-37.81236140651383,144.9619399429803
697,427W,Present,"(-37.81274444185388, 144.97074694702604)",-37.81274444185388,144.97074694702604
2356,3086N,Present,"(-37.813298980776636, 144.95842831547526)",-37.813298980776636,144.95842831547526
3310,5994N,Present,"(-37.80974176583524, 144.95895241247803)",-37.80974176583524,144.95895241247803
1744,2357S,Present,"(-37.81226560117923, 144.97021696806928)",-37.81226560117923,144.97021696806928
6443,13576E,Present,"(-37.820481803249876, 144.94300424670655)",-37.820481803249876,144.94300424670655
4121,C6404,Present,"(-37.80370335884251, 144.95101367765076)",-37.80370335884251,144.95101367765076
6007,13013S,Unoccupied,"(-37.81994714961263, 144.95142567137765)",-37.81994714961263,144.95142567137765
5855,C9122,Present,"(-37.79840475600588, 144.96477329313018)",-37.79840475600588,144.96477329313018
6215,13308E,Unoccupied,"(-37.81993516713928, 144.947190042579)",-37.81993516713928,144.947190042579
5610,12239S,Present,"(-37.80953463647572, 144.9747121130703)",-37.80953463647572,144.9747121130703
6259,13422E,Present,"(-37.819869415259575, 144.94805364400952)",-37.819869415259575,144.94805364400952
5730,12414N,Present,"(-37.81085653328952, 144.97759520657974)",-37.81085653328952,144.97759520657974
5544,12021W,Present,"(-37.81313665112863, 144.98297190494503)",-37.81313665112863,144.98297190494503
6620,13872N,Present,"(-37.81397369007615, 144.94176405671067)",-37.81397369007615,144.94176405671067
5892,C9008,Present,"(-37.80285872182182, 144.9669047620368)",-37.80285872182182,144.9669047620368
6236,13350E,Unoccupied,"(-37.81573303491969, 144.94537561003557)",-37.81573303491969,144.94537561003557
2635,10105W,Unoccupied,"(-37.803417380548495, 144.94793501097092)",-37.803417380548495,144.94793501097092
6401,13655W,Unoccupied,"(-37.820246968382335, 144.94537479790733)",-37.820246968382335,144.94537479790733
5722,12398N,Present,"(-37.810732652757935, 144.9764568695379)",-37.810732652757935,144.9764568695379
6621,13874N,Present,"(-37.813948960322406, 144.94182958741504)",-37.813948960322406,144.94182958741504
700,433W,Present,"(-37.812592344627035, 144.9706760294336)",-37.812592344627035,144.9706760294336
1121,C1158,Present,"(-37.813753492532044, 144.96012728108502)",-37.813753492532044,144.96012728108502
2019,3465S,Present,"(-37.81217344024614, 144.9589106246184)",-37.81217344024614,144.9589106246184
684,338E,Unoccupied,"(-37.814337376975075, 144.97173227240853)",-37.814337376975075,144.97173227240853
749,C236,Present,"(-37.81553015751127, 144.97215866134673)",-37.81553015751127,144.97215866134673
1140,C1212,Unoccupied,"(-37.81248516603851, 144.95954853565826)",-37.81248516603851,144.95954853565826
5750,12438N,Unoccupied,"(-37.81183232447522, 144.97570556879316)",-37.81183232447522,144.97570556879316
5851,C9106,Unoccupied,"(-37.7983913980568, 144.96464837250426)",-37.7983913980568,144.96464837250426
5661,12320N,Present,"(-37.80979697423187, 144.9786253759474)",-37.80979697423187,144.9786253759474
5417,11785W,Present,"(-37.81151861491936, 144.97538922770752)",-37.81151861491936,144.97538922770752
5862,C9150,Unoccupied,"(-37.79843097783437, 144.96501800911716)",-37.79843097783437,144.96501800911716
5758,12433S,Unoccupied,"(-37.811912068922375, 144.97539496289204)",-37.811912068922375,144.97539496289204
4453,C7752,Present,"(-37.803111861687725, 144.9501632705215)",-37.803111861687725,144.9501632705215
5691,12359S,Unoccupied,"(-37.8101016087065, 144.98007636280684)",-37.8101016087065,144.98007636280684
5891,C9004,Present,"(-37.80285527241979, 144.9668733826557)",-37.80285527241979,144.9668733826557
5725,12404N,Present,"(-37.81075417518851, 144.9766552194074)",-37.81075417518851,144.9766552194074
4105,C6352,Present,"(-37.80421782013373, 144.95092242388282)",-37.80421782013373,144.95092242388282
5899,C9036,Unoccupied,"(-37.80288624443442, 144.96715479442167)",-37.80288624443442,144.96715479442167
5909,C9076,Present,"(-37.80294280087932, 144.96766992368654)",-37.80294280087932,144.96766992368654
941,C764,Present,"(-37.81325032540738, 144.968303390463)",-37.81325032540738,144.968303390463
5766,12449S,Unoccupied,"(-37.81199063463346, 144.97611265531617)",-37.81199063463346,144.97611265531617
5864,C9158,Unoccupied,"(-37.79844107478208, 144.96510894917088)",-37.79844107478208,144.96510894917088
1753,2374N,Present,"(-37.812193775558214, 144.96990782851083)",-37.812193775558214,144.96990782851083
